period,start,end,ann_return,ann_vol,sharpe,mdd
P1,2021-02-01,2021-10-22,0.20736322128481158,0.18446255343571125,1.1241480583596153,-0.13828265966152134
P2,2021-10-25,2022-07-15,-0.3350813597296665,0.20076132054164647,-1.6690533755487842,-0.2311250334491479
P3,2022-07-18,2023-04-05,0.1149231059418638,0.18872625903877788,0.6089407299609026,-0.15205974645922815
P4,2023-04-06,2023-12-28,0.16401303476215398,0.18926655705989032,0.8665716612061302,-0.19985935479750816
